,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
1397,286,Thursday,UNITED,NASHVILLE,Midwest US,    Medium,Gates 70-90,12/31/2018,70,Clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1399,2307,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1400,2178,Saturday,CHINA EASTERN,QINGDAO,Asia,Large,Gates 1-12,12/31/2018,100,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1401,670,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,12/31/2018,200,Somewhat clean,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1402,1641,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,110,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1403,1677,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,140,Somewhat clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1404,2598,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,80,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1405,1612,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,230,Somewhat clean,Neutral,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1406,2376,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,12/31/2018,121,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1407,1614,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,125,Somewhat clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1408,2085,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,79,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1409,2429,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,160,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1410,2702,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,12/31/2018,302,Average,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1411,551,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,12/31/2018,225,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1412,1735,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,120,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1413,1009,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,12/31/2018,95,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1414,432,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,215,Somewhat clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1416,455,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,12/31/2018,105,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1417,498,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,12/31/2018,118,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1418,785,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,12/31/2018,90,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1419,1682,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,125,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1420,3262,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,12/31/2018,180,Average,Neutral,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1421,2826,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,78,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1422,322,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,12/31/2018,130,Somewhat clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1423,410,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,12/31/2018,362,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1424,3154,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,105,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1425,1377,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,12/31/2018,145,Somewhat clean,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1426,2357,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,70,Somewhat clean,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1427,800,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,130,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1428,2668,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,12/31/2018,210,Average,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1429,2080,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,122,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1430,1146,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,70,Clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1431,638,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,140,Average,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1432,681,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,12/31/2018,125,Average,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1434,398,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,12/31/2018,100,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1435,247,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1436,2995,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,60,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1437,2363,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,12/31/2018,90,Average,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1438,3054,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,155,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1439,435,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,395,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1440,1517,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1441,1678,Saturday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,12/31/2018,140,Somewhat dirty,Neutral,Somewhat unsatisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1442,1533,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,65,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1443,2019,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,180,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1444,511,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,118,Somewhat clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1445,1428,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,12/31/2018,110,Somewhat dirty,Neutral,Somewhat unsatisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1446,2368,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,375,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1447,2835,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 70-90,12/31/2018,100,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1448,3009,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,838,Clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1449,2930,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,12/31/2018,255,Clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1453,2448,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,87,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1454,2687,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,12/31/2018,107,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1455,492,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,148,Clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1456,979,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,115,Average,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1457,3288,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,85,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1458,2674,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,117,Somewhat clean,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1459,2293,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,225,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
